26,41,17,40,8,13,20,2,5,22,37,9,28,1,3,35,38,21,14,16,12,11,48,36,25,44,6,19,33,52,15,27,4,34,18,43,23,29,42,32,39,31,30,10,7,47,49,53,45,24,
26,13,25,5,14,27,22,38,23,6,37,41,20,28,12,11,29,15,36,21,17,30,16,8,2,9,52,39,48,32,34,19,35,1,4,31,3,33,44,18,46,53,10,45,43,58,7,49,40,57,
26,13,41,25,17,14,5,2,20,22,37,11,38,27,16,12,1,9,40,21,8,6,35,23,36,34,48,15,30,32,4,44,3,52,31,33,43,19,28,39,10,29,18,53,42,49,7,47,45,46,
26,27,13,25,5,6,23,8,14,30,38,48,36,37,29,17,52,22,2,11,12,15,39,49,35,34,9,21,53,31,3,32,16,4,44,51,46,41,1,33,50,28,40,58,47,20,7,18,57,43,
26,25,13,41,11,22,20,14,5,15,37,28,32,6,34,17,2,8,21,43,30,36,35,44,4,9,38,10,12,19,52,53,40,33,48,16,29,31,18,23,45,1,42,39,58,3,57,7,47,49,
26,41,17,40,13,9,8,2,37,20,14,22,5,1,35,36,28,3,27,25,38,12,19,6,34,21,44,16,48,15,30,33,23,11,39,32,43,4,42,18,31,10,52,47,7,29,49,57,24,45,
26,13,25,14,5,17,38,27,12,41,2,22,1,6,9,30,37,36,48,16,11,8,52,34,4,23,15,44,20,21,39,31,32,40,35,29,49,53,3,46,28,43,19,33,10,47,7,45,42,18,
26,13,14,11,17,25,6,22,5,53,2,43,41,10,20,16,21,37,34,32,4,38,44,15,52,1,35,36,40,30,8,9,31,48,12,7,19,45,33,18,29,24,42,23,28,49,3,46,47,51,
26,13,14,17,41,2,25,5,22,40,8,37,20,38,9,21,35,11,1,36,34,6,4,16,12,15,44,32,48,23,30,19,3,43,10,31,28,52,18,27,53,33,7,39,42,45,29,47,49,24,
26,25,41,13,40,22,20,27,14,5,17,15,37,38,28,34,11,21,8,48,36,9,35,6,23,52,2,3,4,1,30,44,19,32,39,16,12,49,31,43,29,33,18,10,58,53,57,42,47,51,
26,25,13,14,41,38,5,17,16,22,6,37,20,9,11,12,36,27,2,18,8,30,28,35,7,32,15,23,40,34,21,3,1,33,44,29,43,19,4,48,42,39,31,10,52,45,58,57,24,51,
26,41,25,13,22,6,5,14,27,17,23,35,12,38,8,20,11,16,36,1,28,15,39,4,45,37,9,21,29,32,40,2,48,7,44,57,52,58,18,47,31,33,19,30,3,34,10,42,24,56,
26,41,17,13,9,40,8,2,37,1,20,14,12,5,16,28,3,35,44,34,21,25,36,11,22,19,38,48,27,43,39,33,15,32,31,30,4,6,18,10,52,42,7,47,23,49,29,24,46,57,
26,13,14,25,11,22,41,2,5,20,17,10,32,21,6,34,38,4,53,37,16,35,15,43,36,9,44,52,1,12,31,19,40,30,45,28,48,23,8,57,29,33,58,18,7,42,24,3,39,49,
26,27,13,25,5,23,41,14,8,22,38,36,6,17,48,52,37,12,15,30,3,21,35,9,11,34,49,40,44,20,28,32,29,39,4,2,1,16,53,46,58,31,33,47,57,18,42,43,45,51,
26,25,13,41,22,5,29,14,38,20,37,15,11,21,52,36,23,48,28,27,30,6,12,8,34,9,35,32,2,16,4,44,17,33,39,53,49,43,3,40,1,45,31,19,58,57,51,46,18,42,
26,13,25,27,22,5,29,41,11,37,6,23,2,21,15,38,14,30,12,36,48,35,52,34,9,16,17,39,8,20,53,32,3,49,31,33,44,57,4,40,19,1,58,54,10,28,56,45,18,50,
26,41,25,8,6,13,20,17,5,22,38,14,36,28,48,52,40,11,29,27,15,32,12,35,21,16,37,23,44,43,30,33,4,34,9,39,3,42,2,1,18,49,53,19,31,45,7,58,51,57,
26,13,25,14,5,22,6,41,17,38,37,27,11,2,30,36,15,20,21,34,12,8,28,9,35,52,48,16,32,4,23,31,44,1,39,40,3,29,43,53,33,19,49,10,18,57,58,51,42,46,
26,13,27,14,41,25,17,48,37,9,5,36,11,6,22,35,12,30,38,16,2,34,40,49,1,3,32,8,44,43,23,52,47,4,21,20,39,53,33,15,31,7,10,18,46,51,50,42,45,19,
26,27,13,25,6,5,48,41,14,36,23,8,37,17,38,12,30,22,11,20,9,52,15,39,3,34,40,16,2,33,28,32,35,29,1,4,49,44,21,46,43,7,19,53,18,31,42,58,47,51,
26,14,13,25,22,38,5,41,36,17,9,20,37,15,27,32,12,30,6,16,21,43,34,28,23,11,35,18,4,8,44,3,48,19,2,7,40,52,10,42,33,39,31,1,49,45,46,58,24,29,
26,41,17,13,40,20,22,14,25,8,5,37,28,48,27,11,12,23,21,9,36,52,3,15,38,16,6,32,35,43,2,30,34,44,33,4,29,1,39,19,18,31,49,42,47,7,53,57,10,58,
26,41,13,25,8,20,17,22,5,14,28,2,38,37,11,15,9,40,21,35,36,23,32,43,34,30,44,27,4,48,12,16,52,33,19,3,6,1,29,18,31,39,42,10,49,53,7,58,57,47,
26,41,13,25,38,14,17,16,20,5,9,22,37,36,12,35,27,6,32,8,21,30,15,11,18,2,1,23,40,44,3,43,33,34,52,28,42,48,4,29,39,19,31,10,7,49,45,47,46,51,
26,25,13,41,6,14,22,5,27,12,38,37,20,11,17,2,36,15,28,21,40,8,34,23,9,30,48,35,52,16,1,4,29,39,3,32,44,33,53,19,10,58,31,57,49,45,7,43,18,42,
26,13,25,27,5,14,41,2,22,38,30,37,6,8,12,17,11,15,36,48,20,34,9,23,52,21,1,35,16,44,4,39,28,29,32,3,53,40,33,31,49,46,19,57,10,58,43,45,18,51,
26,13,27,25,14,5,17,23,41,37,30,38,12,22,36,20,2,48,6,11,9,8,16,21,15,52,32,29,39,34,1,4,44,40,3,35,28,43,33,19,49,31,46,53,7,18,42,10,45,51,
26,25,13,14,27,5,22,41,11,37,15,28,6,38,21,34,30,36,17,9,12,23,52,48,8,20,35,2,4,1,32,44,40,3,49,16,39,53,58,31,43,57,29,45,33,10,18,46,47,19,
26,13,25,5,14,29,22,6,41,11,17,20,38,52,53,15,21,32,16,23,37,2,36,12,4,30,8,28,44,45,1,34,35,10,33,43,48,31,40,19,3,9,39,49,57,58,7,46,42,51,
26,13,25,27,5,41,14,22,2,23,38,6,37,17,20,8,36,11,15,30,35,12,21,9,48,34,52,16,1,3,4,44,28,29,32,33,39,40,53,19,31,10,49,57,58,18,43,45,51,42,
26,13,25,5,14,6,27,22,38,30,52,23,36,15,12,37,8,34,41,17,28,53,48,29,11,9,32,21,4,16,2,35,49,44,46,39,1,31,58,33,57,43,3,45,20,40,42,10,18,47,
26,41,11,25,2,22,53,5,13,20,6,15,35,29,45,44,43,10,52,57,14,4,28,21,17,8,32,37,38,30,36,16,58,31,34,1,12,9,33,42,19,48,55,40,47,18,56,49,51,23,
26,25,13,29,22,5,41,11,14,23,38,37,15,20,52,21,17,6,32,28,36,16,12,30,2,8,48,34,35,27,53,33,4,40,9,31,39,44,43,3,49,1,18,57,19,10,58,45,42,46,
26,41,13,40,17,14,9,16,37,22,25,20,5,38,8,36,1,2,11,21,48,34,12,35,6,32,44,3,52,27,4,33,15,18,43,19,7,23,10,30,49,39,31,29,42,53,28,47,45,51,
26,41,25,22,11,5,13,2,30,15,20,53,37,57,28,34,32,29,45,58,6,43,44,23,4,12,33,19,52,10,9,36,14,35,8,31,21,18,56,16,55,17,1,48,38,39,42,3,46,47,
26,25,13,14,41,22,5,38,20,23,37,27,15,36,21,11,12,28,30,17,52,29,8,2,6,9,48,16,35,40,32,34,4,1,44,39,43,33,3,19,49,31,53,58,45,10,18,57,7,42,
26,13,25,14,5,27,6,15,30,38,22,37,2,11,23,34,8,52,17,36,12,35,48,4,9,32,53,21,44,58,31,16,1,29,20,10,49,28,46,39,3,57,45,33,18,41,7,43,40,56,
26,13,41,25,14,17,5,22,20,38,6,27,9,37,36,16,12,8,35,21,11,15,23,28,2,30,48,32,40,34,1,3,52,44,39,19,4,29,18,33,10,43,31,42,7,49,57,58,45,53,
26,27,25,13,5,22,6,41,15,37,23,14,38,20,12,11,30,8,36,17,48,29,2,21,52,28,34,9,35,39,3,40,16,58,32,4,1,57,49,44,33,31,53,19,45,56,46,18,10,47,
26,13,41,17,25,5,14,22,2,27,20,37,8,40,9,38,11,28,21,23,36,15,35,30,6,12,48,32,34,52,44,3,16,4,1,31,19,39,43,29,33,10,49,18,53,42,57,58,47,46,
26,25,13,6,5,22,27,15,41,29,2,28,20,30,37,23,38,14,8,21,11,36,17,52,12,39,34,32,35,48,9,3,53,16,44,4,45,19,58,49,10,57,40,1,31,46,18,33,56,54,
26,25,13,41,11,22,14,2,5,43,44,38,21,29,15,35,17,37,8,20,9,53,32,36,16,28,4,1,10,6,45,52,34,12,30,31,40,33,42,19,48,7,24,23,51,18,57,3,58,47,
26,13,25,14,5,6,27,22,41,23,17,11,38,20,15,36,37,48,52,2,30,12,9,8,21,34,35,4,1,58,16,53,32,28,44,29,39,40,3,57,45,10,19,33,49,31,46,43,18,7,
26,13,25,6,5,14,41,27,17,52,20,22,38,36,12,21,48,37,35,1,8,23,2,15,11,34,16,30,4,53,9,3,44,28,29,10,40,49,39,32,31,33,19,58,57,51,45,46,43,18,
26,13,25,41,14,5,22,2,20,37,21,15,11,38,8,17,52,36,35,29,34,6,28,9,53,32,4,30,23,1,48,12,16,44,43,40,31,33,10,45,57,19,58,3,39,51,49,18,42,56,
26,25,13,14,41,22,11,5,17,37,20,12,38,27,28,9,30,15,36,40,16,32,34,43,23,21,48,8,4,6,33,35,44,2,3,1,52,18,7,31,19,29,39,57,49,58,42,53,10,45,
26,41,13,17,40,9,14,20,37,22,8,25,5,38,2,36,16,35,1,21,34,3,12,28,48,27,19,44,32,15,23,4,11,6,43,30,52,39,33,10,18,31,42,7,49,29,47,53,24,57,
26,13,25,20,41,5,17,14,48,37,52,27,12,21,2,8,23,38,15,11,1,16,22,36,28,6,30,29,39,4,35,34,44,9,40,19,32,31,3,33,10,53,43,49,45,46,18,58,42,57,
26,25,27,13,41,5,23,22,29,14,20,15,37,52,38,12,6,28,48,21,36,30,39,8,11,9,34,32,17,16,3,58,2,4,49,35,57,1,53,40,45,33,19,46,44,56,31,54,18,10,
26,41,13,25,14,20,22,5,38,37,21,36,17,11,27,16,12,40,8,28,6,9,48,23,15,34,35,30,52,3,4,1,33,43,32,2,29,44,19,7,18,39,53,10,49,42,31,57,58,51,
26,13,25,5,2,11,8,14,41,15,22,6,17,35,37,9,20,21,36,32,34,44,38,52,29,53,10,1,4,48,23,12,16,40,30,43,45,31,28,39,3,58,19,33,57,42,18,49,47,51,
26,13,25,14,5,38,22,41,36,6,8,12,27,37,17,11,23,52,30,2,15,9,48,35,28,29,1,44,21,34,4,16,40,20,32,3,31,53,39,49,45,43,33,46,51,7,10,57,58,42,
26,13,25,41,14,2,6,22,17,5,11,20,30,37,36,38,15,35,4,32,21,8,9,44,1,34,53,43,16,40,19,10,48,52,28,12,23,45,31,33,42,39,3,57,58,29,18,47,7,49,
26,13,25,14,27,5,41,22,37,38,23,20,17,29,11,48,36,16,12,15,30,21,40,52,6,9,2,8,32,34,28,3,35,39,33,1,43,49,4,44,19,31,18,53,7,46,10,45,42,51,
26,13,25,14,6,5,27,38,36,17,22,30,8,12,2,37,34,9,52,11,48,15,35,16,23,4,41,32,1,21,44,53,31,49,29,39,40,28,3,43,58,46,57,45,7,33,10,47,20,42,
26,25,13,41,14,22,27,5,38,20,6,23,36,21,37,28,11,15,12,17,30,8,52,16,48,9,29,32,35,2,39,34,4,3,44,1,40,19,33,58,43,49,10,18,31,7,53,57,45,42,
26,13,27,25,5,48,6,14,37,17,30,41,36,23,12,11,34,20,8,38,52,15,39,9,22,1,21,3,35,16,2,4,49,40,44,46,32,33,53,28,29,47,19,31,43,18,10,45,7,54,
26,25,13,14,22,5,41,27,38,23,37,15,20,9,36,21,30,28,34,11,2,12,32,35,6,4,17,8,52,1,48,44,16,3,33,40,58,43,19,39,29,49,10,57,31,45,53,18,46,42,
26,27,13,25,6,48,5,30,41,36,12,8,17,23,39,20,35,37,3,11,14,34,4,38,52,15,1,28,21,49,22,2,33,9,44,16,32,40,46,47,31,19,50,53,58,10,57,51,56,43,
26,13,14,2,25,17,22,5,41,6,20,4,30,11,44,35,10,36,34,38,32,9,21,1,15,53,37,12,43,52,23,48,8,16,19,31,40,45,42,28,57,3,33,58,49,18,7,39,47,27,
27,26,23,25,5,39,3,49,29,8,48,38,36,13,6,30,12,37,52,15,28,50,22,46,41,9,56,54,35,17,51,58,21,14,57,34,33,40,11,32,44,16,2,47,42,1,20,18,4,31,
26,25,13,22,11,14,41,15,20,5,30,37,21,2,28,34,6,32,35,12,38,36,17,23,52,4,9,29,8,44,16,10,48,31,19,58,53,57,39,45,43,1,40,33,3,27,18,42,49,56,
26,41,25,13,27,20,5,14,22,23,37,21,17,52,15,28,38,48,36,11,8,35,34,32,12,40,4,3,30,6,29,16,44,33,2,9,49,43,39,1,19,53,58,18,31,57,10,51,45,42,
26,13,25,14,17,41,22,5,9,37,38,12,6,2,20,11,36,16,27,21,35,30,1,34,39,15,32,28,8,3,40,48,4,23,19,44,31,33,10,43,52,18,29,42,7,24,49,46,45,53,
26,9,41,13,17,14,8,40,37,2,25,22,5,38,20,36,35,34,1,15,27,12,16,32,44,21,3,11,28,19,18,6,43,42,30,4,10,48,23,33,31,39,7,52,47,57,58,45,49,29,
26,13,25,14,5,27,22,38,30,37,6,2,17,8,36,12,11,28,9,15,23,52,21,41,35,34,48,44,32,4,31,16,39,29,1,3,46,49,53,43,40,20,33,18,10,42,47,7,24,45,
26,41,40,25,20,22,17,8,13,37,28,5,11,23,38,14,27,21,48,15,29,36,35,12,16,3,2,9,52,34,6,33,32,30,44,4,43,1,39,19,18,31,49,42,7,53,47,10,45,57,
26,41,17,13,40,20,8,14,38,5,37,25,27,22,28,12,9,43,21,36,16,48,33,3,35,23,6,11,1,44,15,30,2,34,52,4,19,32,29,39,42,18,31,7,49,47,10,46,51,53,
26,13,25,41,14,5,37,22,20,11,17,38,12,9,27,8,36,34,28,6,15,48,40,30,16,1,23,2,33,21,32,35,4,44,52,39,19,29,3,43,7,18,31,10,42,53,46,49,45,57,
26,41,25,20,40,22,27,17,37,13,5,23,11,38,28,6,14,36,48,21,15,12,29,2,8,16,35,3,9,52,30,34,39,19,18,33,32,1,4,44,49,31,43,42,10,53,45,47,7,58,
26,25,13,14,5,20,22,41,29,37,38,21,15,27,11,52,23,48,36,28,12,30,34,8,17,16,9,6,32,39,1,35,33,4,43,44,3,40,49,19,53,2,31,45,46,58,18,51,57,10,
26,25,5,22,13,41,11,15,2,28,6,14,29,30,32,20,23,37,38,8,9,36,12,44,21,52,45,35,53,57,4,17,43,58,34,27,10,33,16,48,31,19,18,46,3,39,42,49,56,1,
26,41,13,9,25,17,27,37,16,38,20,14,36,12,22,5,35,8,6,28,21,40,30,11,15,39,3,34,1,2,33,32,48,44,18,43,19,23,42,31,29,52,4,7,10,49,57,47,46,58,
26,41,13,17,9,2,14,40,1,8,20,34,5,37,25,35,22,11,44,21,6,3,4,12,19,36,48,16,28,15,10,32,43,38,27,30,31,33,39,52,18,42,47,53,23,7,49,57,24,46,
26,25,27,22,41,5,12,13,6,23,28,14,30,20,2,11,29,57,15,38,9,17,58,52,37,39,4,32,16,21,8,48,45,34,1,36,44,33,46,3,19,53,31,49,56,18,40,42,47,54,
26,13,25,27,5,14,22,37,17,41,20,2,11,15,38,48,23,9,21,6,8,35,30,36,12,34,16,52,29,32,39,44,3,1,40,28,4,31,53,10,46,49,33,19,18,43,45,57,58,47,
26,13,25,27,5,23,14,41,20,37,22,29,12,38,28,21,11,36,15,30,48,16,39,9,8,17,2,32,52,34,6,19,33,1,3,35,40,4,44,31,43,45,7,46,18,49,53,58,10,57,
26,13,2,43,11,14,25,22,41,17,20,32,21,31,5,16,15,1,44,4,37,10,38,29,53,35,34,9,40,8,45,33,52,19,36,28,30,6,42,12,24,18,7,48,57,51,58,47,23,39,
26,13,25,41,5,14,17,2,38,1,8,22,35,23,6,27,36,12,16,9,44,11,37,21,40,4,52,48,15,20,3,10,45,29,31,30,32,34,28,39,7,57,53,49,58,46,42,19,47,33,
26,25,13,22,5,6,41,27,14,38,15,20,36,28,11,17,21,37,29,30,23,52,32,12,8,2,35,9,48,39,34,16,3,4,44,53,33,49,19,43,40,31,57,10,45,58,18,1,46,42,
